customerKey,sex,isMarried,isEmployed,hasNewBaby,age,educationLevel,occupationCategory,annualIncome,race,primaryLanguage,childrenNum,avgPurchaseAmount
d6f19d42-5,Male,1,1,0,46,"High school","Material moving",142790,White,English,0,316.86
2cab440877,Male,1,1,0,46,"High school","Material moving",142790,White,English,0,313.05
2cab44f819,Female,0,1,0,53,"College advanced",Management,98396,White,English,0,286.14
2cab45d429,Female,1,1,0,47,College,"Office administrative support",130429,White,English,0,341.60
2cab46a652,Female,1,1,0,20,College,Sales,68371,White,English,1,251.88
2cab478298,Female,1,1,0,30,"High school",Sales,98828,White,English,3,449.61
2cab485439,Female,0,1,0,30,"High school",Sales,70495,White,Spanish,0,238.70
2cab493081,Female,0,1,0,46,College,"Architecture and engineering",180719,White,English,0,248.58
2cab4a0226,Female,1,0,0,79,"High school",NULL,41564,White,European,0,320.00
2cab4ad402,Female,1,0,0,68,"High school",NULL,78078,"African american",English,0,313.27
2cab4bb053,Male,1,1,0,72,College,Management,51927,White,Spanish,0,297.04
2cab4c8205,Female,1,0,0,31,"High school",NULL,43341,"African american",English,2,335.40
2cab4d7257,Male,0,1,0,58,College,"Social services",61789,White,Spanish,0,221.24
2cab4e6c61,Female,1,1,0,60,"High school","Fire and safety",169566,White,English,0,302.97
2cab4f5c78,Female,1,0,0,60,"High school",NULL,68269,White,English,0,359.01
2cab503899,Female,1,1,0,67,Basic,"Office administrative support",66590,White,Spanish,0,262.73
2cab511466,Female,0,0,0,21,College,NULL,166970,White,English,3,359.38
2cab51e659,Male,1,1,0,19,"High school",Sales,64737,White,Spanish,2,318.00
2cab52c237,Male,1,1,0,63,"High school","Software engineering and math",63569,White,English,0,293.68
2cab539482,Female,1,1,0,47,"High school","Office administrative support",59373,White,English,0,322.99
d6f19dc4-5,Male,1,1,0,38,"High school",Sales,27655,White,European,2,296.00
d6f19e46-5,Male,0,1,0,22,"High school","Food preparation",0,"African american",English,3,313.23
2cab547009,Male,1,1,0,58,College,Management,69298,White,English,0,325.15
2cab554c25,Male,0,1,0,23,"College advanced","Office administrative support",49706,"African american",English,4,339.85
2cab562817,Male,1,1,0,63,"High school","Software engineering and math",71437,White,English,0,352.96
2cab570414,Female,0,1,0,36,College,"Food preparation",103319,White,European,0,305.98
2cab57d607,Female,0,1,0,70,College,Management,86344,Mixed,Spanish,0,309.93
d6f19ed2-5,Male,0,1,0,21,"High school",Sales,3052,"African american",English,2,248.59
2cab58a848,Male,0,1,0,57,"High school",Legal,130853,White,English,0,336.92
2cab599878,Male,0,1,0,38,Basic,"Material production",64052,White,English,3,363.77
2cab5a7470,Male,1,1,0,51,College,Transportation,134814,White,Spanish,0,318.25
2cab5b5011,Male,1,0,0,69,"High school",NULL,116369,White,English,0,339.80
2cab5c2c47,Female,1,1,0,38,"College advanced",Management,113917,White,English,6,403.04
d6f19f54-5,Female,0,1,0,69,"High school",Education,0,White,English,0,241.40
2cab5d0831,Female,0,1,0,38,"High school","Food preparation",48947,White,English,2,336.10
2cab5dee60,Male,0,1,0,46,Basic,"Software engineering and math",123980,White,Spanish,0,297.66
2cab5eca08,Female,1,1,0,24,College,"Business and finance",123823,White,English,1,337.48
2cab5fa637,Female,0,1,0,73,"High school","Material production",85986,White,English,0,230.33
2cab607888,Female,1,0,0,75,"College advanced",NULL,46556,White,Spanish,0,288.51
2cab615444,Female,1,1,0,24,College,Education,43603,White,European,2,305.97
2cab621c21,Female,0,0,0,79,College,NULL,47171,White,Spanish,0,213.46
d6f19fd6-5,Female,1,0,0,63,"High school",NULL,56918,White,English,0,299.37
2cab62f818,Female,1,0,0,63,"High school",NULL,56918,White,English,0,239.46
2cab63e866,Female,1,1,0,20,"College advanced","Office administrative support",138251,White,English,5,408.66
2cab64c473,Female,1,1,0,32,College,"Machine maintenance",67691,White,Asian,3,362.66
2cab659677,Female,1,1,0,60,College,"Fire and safety",156359,White,English,0,309.46
d6f1a062-5,Female,1,1,0,60,College,Transportation,119088,White,English,0,335.24
2cab666849,Female,1,1,0,60,College,Transportation,119088,White,English,0,336.34
d6f1a198-5,Male,1,0,0,61,"High school",NULL,117915,"African american",English,0,362.79
2cab674438,Male,1,0,0,61,"High school",NULL,117915,"African american",English,0,292.90
2cab681693,Female,0,1,0,39,College,Education,74059,White,English,4,354.26
2cab68e807,Male,1,1,0,39,College,Management,79219,White,English,5,327.33
2cab69ba35,Male,1,1,1,19,Basic,Management,68297,White,English,3,391.18
970762da-a,Male,1,1,1,19,Basic,Management,68297,White,English,3,367.50
2cab6a9662,Female,1,1,0,56,"High school",Transportation,107679,Asian,English,0,405.28
2cab6b6854,Male,0,0,0,75,"High school",NULL,41137,White,Spanish,0,250.11
2cab6c4495,Female,1,1,0,21,"High school","Personal care",85049,White,English,2,384.86
2cab6d2a80,Female,1,1,0,53,"High school",Sales,145460,White,English,0,370.04
2cab6e2e65,Female,0,1,0,56,"High school",Management,83826,White,English,0,292.35
97076438-a,Male,1,1,1,26,"High school","Business and finance",10690,"African american",Spanish,4,296.76
2cab6f0a04,Female,1,0,0,34,"High school",NULL,93226,White,English,0,294.91
2cab6fe609,Male,1,0,0,48,Basic,NULL,118321,White,English,0,347.47
2cab70b855,Male,0,0,0,83,"High school",NULL,134572,White,English,0,291.64
2cab718a71,Male,0,1,0,26,College,"Food preparation",182988,White,English,1,276.33
2cab726613,Female,1,1,0,72,"College advanced",Education,43364,White,Spanish,0,289.34
d6f1a238-5,Male,1,1,0,19,"High school","Food preparation",56270,White,Spanish,2,363.29
2cab733818,Male,1,1,0,19,"High school","Food preparation",56270,White,Spanish,2,324.08
2cab741492,Female,0,1,0,52,College,"Architecture and engineering",196425,Asian,English,0,295.42
2cab74e687,Male,0,1,0,34,College,"Healthcare support",113568,White,European,3,331.56
2cab75c217,Female,1,1,0,55,College,"Healthcare support",197626,White,Spanish,0,289.98
d6f1a2c4-5,Male,0,1,0,53,College,Education,4251,White,English,0,224.02
2cab769479,Female,0,1,0,64,Basic,"Material moving",74089,White,English,0,230.21
d6f1a346-5,Male,1,0,0,42,"High school",NULL,147468,White,English,0,336.98
2cab777020,Male,1,0,0,42,"High school",NULL,147468,White,English,0,259.66
2cab786a87,Male,1,1,0,66,"High school",Management,182297,"African american",English,0,363.09
2cab794605,Female,1,1,0,53,"High school",Management,58547,White,English,0,257.49
2cab7a1806,Male,1,1,0,33,College,"Social services",67258,White,European,2,316.03
2cab7af484,Male,0,1,0,38,Basic,"Healthcare practice",45426,White,English,3,277.21
d6f1a3c8-5,Male,0,1,0,56,College,"Office administrative support",130590,White,English,0,312.53
2cab7bc691,Male,0,1,0,56,College,"Office administrative support",130590,White,English,0,267.88
2cab7ca252,Female,1,0,0,59,"High school",NULL,84105,White,English,0,333.41
2cab7d8854,Male,1,1,0,59,College,Management,43335,White,English,0,314.31
2cab7e6426,Male,0,1,0,25,College,"Office administrative support",93573,White,English,1,341.32
2cab7f4021,Female,0,1,0,49,"College advanced","Office administrative support",198046,White,English,0,260.96
d6f1a45e-5,Male,0,1,0,23,College,"Sanitation and maintenance",183502,White,English,1,379.26
2cab801266,Male,0,1,0,23,College,"Sanitation and maintenance",183502,White,English,1,365.46
2cab80f841,Male,1,1,0,61,"High school",Sales,117629,White,English,0,321.06
2cab81ca03,Female,0,1,0,69,Basic,"Healthcare practice",76899,White,English,0,227.59
2cab82ba94,Male,1,1,0,60,College,"Material moving",57022,White,English,0,297.48
2cab839650,Female,0,1,0,56,"High school","Business and finance",65855,White,English,0,254.06
2cab846866,Female,1,1,0,51,"High school","Sanitation and maintenance",90161,White,Spanish,0,347.49
2cab854463,Male,1,1,0,75,"High school",Sales,60982,White,English,0,287.33
2cab861695,Male,0,1,0,41,"College advanced",Transportation,90371,White,Spanish,0,288.03
2cab86f242,Male,1,0,0,54,College,NULL,44232,White,Spanish,0,263.14
2cab87c416,Female,0,1,0,36,Basic,"Business and finance",70487,White,English,1,275.93
2cab889604,Male,0,1,0,41,"College advanced",Sales,93281,White,English,0,317.06
2cab897257,Female,0,1,0,51,College,"Healthcare technology",48167,"African american",English,0,249.61
2cab8a4e17,Female,1,1,0,39,College,"Personal care",116842,Asian,Spanish,4,421.64
2cab8b2a94,Male,0,1,0,32,"High school","Personal care",146708,White,Other,2,320.24
2cab8c1a30,Female,0,1,0,27,Basic,"Material production",97613,White,English,1,345.12
2cab8d0a74,Male,1,1,0,45,"College advanced","Personal care",89649,White,English,0,346.86
2cab8dfa51,Female,1,1,0,45,"High school","Food preparation",45741,White,English,0,273.48
2cab8ecc70,Female,0,0,0,84,College,NULL,42333,White,European,0,275.31
2cab8f9e76,Male,1,1,0,43,"High school","Office administrative support",137112,White,Spanish,0,386.83
d6f1a4ea-5,Female,0,1,0,45,"High school","Healthcare support",5786,White,English,0,206.67
2cab907a63,Female,0,1,0,32,Basic,"Software engineering and math",69367,White,English,4,372.14
2cab914c80,Male,0,1,0,43,College,Education,55213,White,English,0,254.93
d6f1a56c-5,Male,0,1,0,30,"High school",Sales,48098,White,Spanish,1,239.55
2cab921e63,Male,0,1,0,30,"High school",Sales,48098,White,Spanish,1,249.82
2cab92fa01,Male,0,0,0,84,College,NULL,139010,White,Asian,0,301.61
2cab93cc79,Male,0,1,0,21,"High school","Construction and extraction",136933,White,Spanish,0,312.20
2cab94a825,Female,1,1,0,40,"High school",Management,173408,White,English,2,433.19
2cab958e51,Female,1,1,0,33,College,"Sports, media, and entertainment",54879,White,English,1,325.44
2cab966a04,Female,1,1,0,59,Basic,Legal,61917,White,English,0,252.06
2cab975a41,Male,0,1,0,59,"High school","Fire and safety",104169,White,English,0,289.49
2cab983655,Female,1,1,0,23,"High school","Personal care",82526,White,English,2,469.12
2cab990833,Male,0,1,0,37,"High school","Office administrative support",58023,White,English,1,369.88
2cab99e437,Male,0,0,0,71,"High school",NULL,148386,White,English,0,290.75
2cab9ab600,Male,1,1,0,27,College,Transportation,68198,White,English,0,292.78
2cab9b8832,Male,0,1,0,54,College,Management,79790,Asian,English,0,244.99
2cab9c6426,Male,0,1,0,56,"High school",Sales,42815,"African american",Spanish,0,239.32
2cab9d4093,Female,0,1,0,21,"High school",Education,55948,"African american",Spanish,0,254.30
2cab9f0266,Male,0,1,0,35,Basic,Sales,62226,White,Spanish,2,290.01
2cab9fd400,Female,1,1,0,20,Basic,"Food preparation",129510,White,English,1,318.97
2caba0b092,Male,1,1,0,63,College,"Healthcare technology",68577,White,English,0,252.92
d6f1a684-5,Male,1,1,0,43,"High school",Transportation,170220,White,English,0,272.15
2caba19653,Male,1,1,0,43,"High school",Transportation,170220,White,English,0,295.46
2caba27293,Female,0,1,0,52,Basic,"Business and finance",78549,White,English,0,247.83
2caba34404,Male,1,0,0,19,"High school",NULL,47897,White,English,0,329.23
2caba42031,Female,0,1,0,27,Basic,"Personal care",48557,White,European,2,339.20
2caba4f269,Male,0,0,0,23,College,NULL,100604,White,English,7,428.04
2caba5ce74,Male,1,1,0,26,"College advanced",Management,75967,White,Spanish,1,370.17
2caba6a047,Male,0,0,0,81,College,NULL,64656,White,English,0,280.26
2caba77228,Male,0,0,0,84,College,NULL,115637,White,English,0,230.30
2caba84e72,Female,1,1,0,44,"High school",Sales,47273,White,English,0,338.17
2caba92017,Male,1,1,0,56,Basic,"Sports, media, and entertainment",84929,White,European,0,364.90
d6f1a706-5,Male,0,1,0,31,"College advanced","Construction and extraction",133168,White,English,1,344.77
2caba9fc25,Male,0,1,0,31,"College advanced","Construction and extraction",133168,White,English,1,348.43
d6f1a79c-5,Female,0,0,0,81,College,NULL,198627,"African american",Spanish,0,283.68
2cabaaec89,Female,0,0,0,81,College,NULL,198627,"African american",Spanish,0,216.69
2cababdc57,Female,1,1,0,40,"College advanced","Social services",166446,White,English,1,399.79
2cabb83e04,Female,1,1,0,84,College,Sales,136679,White,English,0,290.71
d6f1a828-5,Male,0,1,0,47,"High school","Food preparation",117415,White,English,0,246.56
2cabb94233,Male,0,1,0,47,"High school","Food preparation",117415,White,English,0,289.86
2cabba3205,Female,0,1,0,34,College,Sales,140438,White,English,2,381.43
d6f1a8b4-5,Female,0,1,0,22,College,Sales,151597,White,European,1,355.52
2cabbb0e49,Female,0,1,0,22,College,Sales,151597,White,European,1,322.50
2cabbbea73,Male,1,0,0,68,Basic,NULL,106576,"African american",English,0,286.11
2cabbcc690,Female,0,1,0,22,"High school","Software engineering and math",47533,Mixed,English,6,310.64
d6f1a936-5,Female,0,0,0,72,"High school",NULL,79195,"African american",English,0,216.55
2cabbd9832,Female,0,0,0,72,"High school",NULL,79195,"African american",English,0,221.04
2cabbe6a39,Male,0,0,0,53,"High school",NULL,44840,White,Spanish,0,244.26
2cabbf4617,Female,0,1,0,23,Basic,"Material production",83496,White,English,0,237.34
2cabc01802,Male,0,0,0,72,College,NULL,63969,White,Spanish,0,244.77
2cabc0f461,Female,0,1,0,41,Basic,Legal,101780,White,Spanish,0,335.49
d6f1a9b8-5,Female,1,0,0,41,Basic,NULL,41381,White,Spanish,0,298.46
2cabc1da67,Female,1,0,0,41,Basic,NULL,41381,White,Spanish,0,279.45
2cabc2b676,Male,1,0,0,75,"High school",NULL,54797,White,English,0,299.94
2cabc38816,Male,0,1,0,23,College,"Material production",198616,"African american",English,5,325.20
2cabc45a78,Female,0,1,0,34,"High school","Personal care",110293,White,Spanish,5,404.21
2cabc53649,Female,0,1,0,21,"High school","Material production",56998,Asian,Spanish,3,336.70
d6f1aac6-5,Female,0,1,0,61,"High school",Transportation,17006,White,English,0,187.44
d6f1ab48-5,Male,0,1,0,60,Basic,Sales,148471,"African american",Spanish,0,235.63
2cabc60873,Male,0,1,0,60,Basic,Sales,148471,"African american",Spanish,0,337.28
2cabc6da95,Male,0,1,0,42,"High school","Office administrative support",65782,White,English,0,270.01
2cabc7ac12,Male,1,0,0,68,"High school",NULL,64783,White,English,0,264.27
2cabc96421,Female,1,0,0,19,"High school",NULL,90484,White,Spanish,0,381.97
d6f1ac4c-5,Male,1,1,1,25,Basic,Sales,81157,White,English,2,417.98
2cabca4007,Male,1,1,1,25,Basic,Sales,81157,White,English,2,513.72
2cabcb1c98,Female,1,1,0,43,College,"Construction and extraction",50505,White,English,0,282.73
2cabcc0c84,Male,0,1,0,36,"High school","Healthcare practice",105056,White,Spanish,2,430.77
2cabcce803,Female,0,1,0,49,"High school","Healthcare technology",96684,"African american",Spanish,0,253.77
2cabcdba03,Female,0,1,0,53,"High school",Management,110021,White,English,0,304.32
2cabce9663,Female,1,1,0,50,College,"Social services",43359,White,English,0,272.43
2cabcf6811,Male,0,1,0,62,"High school","Healthcare practice",112470,"African american",English,0,307.55
2cabd03a84,Female,1,0,0,63,"High school",NULL,78475,"African american",English,0,293.53
d6f1acce-5,Female,0,0,0,66,College,NULL,0,White,Asian,0,225.90
2cabd11627,Male,1,1,0,26,"High school","Food preparation",85738,White,English,2,366.41
2cabd1e827,Male,1,0,0,82,"High school",NULL,51452,White,English,0,347.73
d6f1ad5a-5,Female,0,1,0,43,"High school","Construction and extraction",10588,White,Spanish,0,228.41
2cabd2c478,Female,0,0,0,75,"High school",NULL,120762,White,English,0,194.82
2cabd39683,Female,0,0,0,64,"High school",NULL,152902,"African american",English,0,244.98
2cabd47222,Female,1,0,0,72,"High school",NULL,57316,White,English,0,303.96
2cabd56210,Male,0,1,0,40,"High school","Office administrative support",50839,White,English,1,302.11
2cabd65290,Female,1,1,0,43,"High school","Office administrative support",91032,White,English,0,343.67
d6f1adfa-5,Female,1,1,0,22,"High school","Material production",61858,"African american",European,0,277.60
2cabd80013,Female,1,1,0,22,"High school","Material production",61858,"African american",European,0,283.57
2cabd8dc33,Female,1,1,0,37,Basic,"Business and finance",44967,White,English,3,370.94
2cabd9cc56,Male,0,1,0,48,"College advanced",Management,175612,White,Spanish,0,241.54
d6f1ae9a-5,Female,0,1,0,33,"High school",Transportation,0,White,Spanish,4,262.91
d6f1afb2-5,Male,0,1,0,48,"High school",Management,28145,Asian,English,0,179.39
2cabdaa832,Female,0,1,0,37,College,Management,58912,"African american",English,0,295.33
2cabdb7a48,Male,1,1,0,25,"High school",Sales,45265,White,Spanish,3,333.97
2cabdc4c62,Male,0,1,0,65,College,Sales,147782,White,English,0,271.02
2cabdd2813,Female,1,1,0,53,Basic,"Office administrative support",152726,White,English,0,305.79
d6f1b034-5,Female,0,1,0,45,"High school","Office administrative support",32879,"African american",European,0,201.18
2cabddfa94,Female,0,1,0,51,College,"Office administrative support",47888,White,English,0,251.13
2cabdecc85,Male,1,1,0,49,College,Legal,128342,White,Asian,0,354.19
2cabdfa874,Female,0,1,0,60,"High school",Education,70818,White,English,0,213.20
2cabe08e13,Female,0,1,0,69,"High school",Management,49098,White,English,0,281.24
2cabe16a09,Female,0,1,0,54,"College advanced",Sales,140770,"African american",English,0,254.14
2cabe24603,Female,0,1,0,65,College,"Construction and extraction",125443,White,English,0,317.91
2cabe31839,Male,0,1,0,53,"High school",Sales,151456,White,Spanish,0,251.55
2cabe3f433,Male,0,1,0,41,"High school",Transportation,191552,White,Spanish,0,326.27
